PostId,OpenStatus
11392,open
11393,open
11395,open
11396,open
11400,open
11403,not a real question
11407,not constructive
11408,not a real question
11410,off topic
11413,open
11416,open
11417,open
11419,open
11420,not a real question
11422,not a real question
11424,not a real question
11425,open
11426,open
11427,open
11428,not constructive
11429,not a real question
11432,open
11435,not a real question
11437,open
11443,open
11445,open
11448,off topic
11449,open
11450,open
11452,open
11453,open
11456,off topic
11461,open
11462,open
11471,open
11472,not constructive
11475,not a real question
11477,not constructive
11478,open
11481,not constructive
11482,open
11486,not a real question
11488,open
11489,not a real question
11490,open
11495,open
11497,not a real question
11498,off topic
11501,open
11502,not a real question
11503,open
11504,open
11505,open
11506,open
11514,not a real question
11516,not a real question
11517,open
11520,not a real question
11522,open
11523,not a real question
11524,not a real question
11525,off topic
11528,open
11530,not a real question
11531,open
11537,open
11539,open
11545,off topic
11547,off topic
11548,not a real question
11549,not a real question
11552,open
11553,not constructive
11555,not a real question
11559,not a real question
11561,not a real question
11562,open
11563,open
11565,open
11566,not a real question
11567,not constructive
11569,not a real question
11572,open
11573,not a real question
11574,open
11576,not a real question
11579,not constructive
11581,open
11582,not a real question
11586,not a real question
11589,off topic
11592,not a real question
11594,open
11595,open
11603,not a real question
11605,open
11610,not a real question
11611,not a real question
11612,open
11619,off topic
11622,open
11623,off topic
11626,not a real question
11628,not a real question
11632,open
11635,not a real question
11636,open
11638,off topic
11640,open
11643,not a real question
11645,open
11646,not a real question
11648,open
11649,open
11650,not a real question
11653,open
11656,off topic
11659,open
11667,not constructive
11670,open
11675,not constructive
11676,open
11685,open
11691,open
11695,not a real question
11703,not a real question
11705,open
11707,off topic
11709,open
11711,not a real question
11714,open
11715,open
11719,open
11721,not a real question
11722,open
11724,not a real question
11725,open
11733,not constructive
11735,open
11738,open
11742,open
11746,open
11749,not a real question
11753,not a real question
11760,open
11761,open
11763,not a real question
11764,open
11765,not constructive
11766,open
11778,off topic
11782,not a real question
11787,not constructive
11788,not a real question
11789,open
11790,open
11792,open
11794,open
11795,open
11796,not a real question
11801,open
11802,not a real question
11814,not a real question
11817,open
11819,open
11820,open
11824,open
11826,not constructive
11833,open
11838,not a real question
11840,not a real question
11842,not a real question
11844,open
11848,open
11854,open
11860,open
11862,open
11865,open
11867,not a real question
11868,not a real question
11869,open
11870,not constructive
11878,open
11879,open
11883,open
11895,open
11896,open
11909,not constructive
11911,not a real question
11912,off topic
11913,open
11915,open
11916,open
11918,not a real question
11921,not a real question
11922,open
11925,open
11926,not constructive
11927,not a real question
11928,open
11936,not a real question
11937,not constructive
11938,open
11940,open
11944,not a real question
11952,off topic
11953,open
11956,open
11961,not a real question
11962,open
11963,not constructive
11964,not a real question
11967,off topic
11969,open
11970,not a real question
11971,open
11972,not a real question
11975,open
11980,open
11981,not constructive
11982,open
11986,off topic
11988,open
11989,open
11991,open
11992,open
11993,open
11994,open
11995,open
11996,open
11998,off topic
11999,open
12001,open
12005,not constructive
12007,open
12009,open
12012,not a real question
12014,open
12016,open
12018,open
12020,open
12023,open
12031,open
12033,not a real question
12035,open
12042,open
12043,open
12044,off topic
12047,open
12048,not constructive
12049,not a real question
12050,open
12054,off topic
12055,open
12056,open
12057,not a real question
12059,open
12062,not a real question
12064,open
12072,open
12073,open
12075,not a real question
12076,open
12079,open
12080,off topic
12081,not constructive
12084,open
12090,open
12091,open
12093,open
12094,not a real question
12098,off topic
12099,open
12102,not a real question
12103,open
12109,open
12110,not a real question
12112,open
12113,not a real question
12115,open
12116,not a real question
12118,off topic
12119,not a real question
12120,open
12121,open
12124,open
12128,open
12129,open
12130,open
12135,open
12136,open
12137,open
12139,not a real question
12144,open
12145,open
12151,not a real question
12154,not a real question
12156,not a real question
12157,open
12158,off topic
12159,open
12160,open
12161,off topic
12162,open
12168,off topic
12169,open
12171,not constructive
12175,open
12178,open
12179,open
12181,open
12182,not a real question
12185,open
12188,open
12189,open
12195,not a real question
12196,not constructive
12197,not constructive
12198,open
12200,off topic
12202,off topic
12203,open
12209,off topic
12212,open
12213,open
12214,open
12215,open
12217,open
12220,not a real question
12221,not a real question
12223,off topic
12228,open
12229,open
12230,off topic
12232,not constructive
12233,not a real question
12238,open
12239,open
12240,open
12248,off topic
12252,open
12253,open
12254,not a real question
12255,off topic
12265,not a real question
12267,not a real question
12268,not constructive
12269,open
12271,open
12274,off topic
12278,off topic
12279,not a real question
12282,open
12286,open
12287,open
12290,off topic
12295,not a real question
12297,not a real question
12298,open
12299,open
12300,off topic
12301,open
12302,off topic
12303,not a real question
12304,open
12309,off topic
12313,open
12314,open
12318,open
12321,open
12322,not constructive
12329,open
12330,open
12331,open
12338,off topic
12339,open
12340,not a real question
12341,open
12344,open
12345,not constructive
12346,open
12352,open
12355,off topic
12356,off topic
12357,not constructive
12358,not constructive
12360,open
12363,not a real question
12364,open
12365,open
12369,not constructive
12373,open
12377,off topic
12383,open
12386,not constructive
12393,open
12395,not constructive
12397,off topic
12404,off topic
12405,open
12406,open
12409,not a real question
12410,open
12419,not constructive
12423,open
12428,off topic
12431,open
12433,off topic
12435,open
12439,not a real question
12441,not constructive
12443,not a real question
12445,open
12447,not constructive
12451,not constructive
12453,open
12455,not a real question
12459,off topic
12462,open
12470,not constructive
12471,not a real question
12474,open
12475,not a real question
12477,not a real question
12483,open
12484,not a real question
12486,open
12489,open
12495,open
12496,open
12499,not constructive
12501,not a real question
12505,open
12508,open
12509,open
12511,not a real question
12516,open
12517,not a real question
12518,open
12527,not constructive
12530,open
12531,open
12533,not a real question
12535,not a real question
12536,open
12540,open
12541,not constructive
12542,not a real question
12551,open
12552,open
12553,open
12558,open
12563,not constructive
12564,open
12565,off topic
12566,open
12568,off topic
12571,not constructive
12576,off topic
12577,not a real question
12580,open
12581,open
12583,open
12590,open
12591,open
12593,open
12594,open
12595,open
12597,off topic
12601,not a real question
12602,open
12603,open
12604,open
12606,off topic
12607,open
12608,not constructive
12610,not a real question
12614,open
12616,open
12620,open
12624,open
12627,open
12628,off topic
12631,open
12632,off topic
12634,open
12635,open
12638,not a real question
12640,open
12644,open
12651,not a real question
12655,not a real question
12657,not a real question
12660,open
12662,open
12664,open
12671,not a real question
12672,not a real question
12677,off topic
12678,off topic
12684,open
12685,open
12686,not a real question
12689,not a real question
12690,not a real question
12691,off topic
12692,not a real question
12693,open
12695,open
12704,open
12705,open
12706,open
12709,off topic
12711,not constructive
12712,not a real question
12713,open
12715,open
12716,open
12717,not constructive
12719,open
12722,not a real question
12723,open
12724,not a real question
12725,off topic
12727,open
12728,not constructive
12729,open
12732,not a real question
12739,open
12740,open
12741,not a real question
12743,off topic
12746,open
12749,open
12750,open
12752,not constructive
12754,not a real question
12761,not constructive
12765,open
12767,open
12768,not a real question
12770,open
12775,open
12778,open
12779,open
12780,open
12781,not a real question
12782,not a real question
12783,open
12787,off topic
12788,not a real question
12790,open
12791,open
12792,not a real question
12795,not a real question
12798,not a real question
12799,not constructive
12805,off topic
12807,not a real question
12809,open
12810,not a real question
12811,off topic
12814,open
12815,not constructive
12821,open
12823,not a real question
12826,open
12829,not a real question
12830,not a real question
12834,open
12839,open
12841,open
12844,not a real question
12845,open
12849,not constructive
12853,not a real question
12854,open
12858,not a real question
12859,open
12861,open
12864,not a real question
12865,open
12869,open
12870,not a real question
12871,open
12877,open
12880,not a real question
12885,open
12886,open
12891,not a real question
12895,open
12896,not constructive
12899,open
12900,open
12904,open
12908,open
12909,open
12910,off topic
12911,open
12916,open
12917,open
12918,open
12920,open
12923,not constructive
12924,open
12927,not a real question
12932,not constructive
12935,not a real question
12940,open
12942,open
12946,not constructive
12948,off topic
12950,open
12952,open
12955,open
12960,not a real question
12966,open
12967,open
12968,not a real question
12970,open
12974,not constructive
12975,not a real question
12976,not constructive
12979,not a real question
12980,not a real question
12983,not a real question
12985,not a real question
12987,open
12991,not a real question
12998,not a real question
13003,open
13005,not a real question
13006,open
13020,not a real question
13028,open
13032,open
13033,open
13034,open
13038,off topic
13040,not constructive
13050,open
13051,not a real question
13056,off topic
13059,open
13063,open
13065,not a real question
13069,not a real question
13070,open
13072,not constructive
13080,open
13083,not constructive
13088,not a real question
13089,not a real question
13092,open
13095,open
13100,open
13101,open
13104,not a real question
13106,open
13107,open
13108,open
13111,open
13114,open
13117,open
13118,not constructive
13120,open
13122,open
13127,not a real question
13131,open
13135,not constructive
13137,open
13138,not a real question
13142,open
13144,open
13145,open
13146,off topic
13147,not a real question
13150,off topic
13157,open
13160,not a real question
13162,not a real question
13163,open
13164,open
13170,open
13171,off topic
13172,open
13179,not a real question
13182,not a real question
13185,open
13189,not a real question
13190,not a real question
13191,open
13193,open
13198,not a real question
13201,open
13202,off topic
13206,off topic
13208,open
13209,open
13210,open
13212,open
13213,open
13217,not a real question
13223,open
13226,open
13227,open
13234,off topic
13243,open
13245,not constructive
13246,open
13250,open
13252,off topic
13254,open
13255,open
13256,open
13259,open
13262,open
13267,open
13268,open
13275,open
13277,open
13280,open
13282,not constructive
13289,open
13291,not constructive
13292,open
13293,not a real question
13295,open
13296,not a real question
13305,not a real question
13306,not a real question
13308,not a real question
13309,not constructive
13311,not a real question
13312,off topic
13314,off topic
13321,not constructive
13322,not constructive
13324,open
13327,open
13330,not a real question
13332,open
13334,not constructive
13335,open
13337,off topic
13338,off topic
13339,open
13340,not constructive
13344,open
13345,not a real question
13347,not constructive
13351,open
13352,open
13356,open
13359,open
13360,open
13362,not a real question
13365,open
13372,open
13376,open
13382,open
13383,off topic
13388,not a real question
13393,open
13397,not constructive
13400,open
13402,not a real question
13405,open
13409,open
13411,open
13412,not a real question
13413,open
13414,open
13415,not a real question
13423,not a real question
13424,open
13427,not a real question
13428,open
13430,not a real question
13431,open
13432,not a real question
13435,open
13436,open
13437,open
13438,not a real question
13441,open
13442,off topic
13445,open
13449,open
13453,not a real question
13454,open
13457,open
13463,off topic
13466,open
13467,off topic
13472,open
13474,open
13477,open
13483,not constructive
13484,open
13489,open
13490,open
13491,off topic
13493,not constructive
13494,open
13495,open
13496,open
13501,not a real question
13502,not constructive
13503,open
13504,open
13509,open
13513,not a real question
13514,open
13516,not a real question
13520,open
13522,open
13527,off topic
13528,not constructive
13531,open
13532,not a real question
13533,open
13535,not a real question
13536,open
13538,not a real question
13543,open
13544,off topic
13546,open
13549,open
13552,open
13553,open
13558,not a real question
13560,off topic
13563,not a real question
13564,off topic
13565,open
13567,not a real question
13568,off topic
13569,not a real question
13571,open
13572,not a real question
13573,not a real question
13577,open
13592,not a real question
13600,not constructive
13610,open
13611,open
13617,not a real question
13618,open
13621,open
13624,not constructive
13628,open
13632,not a real question
13634,not constructive
13637,open
13638,open
13639,open
13642,not constructive
13645,not a real question
13647,open
13651,open
13652,open
13659,open
13663,open
13664,not a real question
13665,open
13666,open
13668,open
13669,open
13672,open
13674,open
13677,open
13678,open
13682,open
13683,not constructive
13684,open
13690,open
13691,not a real question
13693,open
13694,not constructive
13699,off topic
13703,open
13705,open
13707,not constructive
13709,open
13710,open
13713,open
13714,open
13715,open
13716,open
13717,open
13718,open
13721,open
13727,open
13730,off topic
13731,off topic
13732,open
13737,open
13739,open
13745,open
13746,open
13747,open
13749,open
13756,open
13760,not a real question
13761,off topic
13764,open
13765,open
13770,not a real question
13772,not a real question
13773,open
13778,open
13781,open
13783,not constructive
13790,not a real question
13793,open
13794,not a real question
13797,not a real question
13800,open
13805,open
13806,open
13808,not constructive
13810,not a real question
13811,open
13813,open
13814,open
13815,open
13817,open
13818,open
13819,not a real question
13823,open
13824,not a real question
13825,not constructive
13826,open
13827,not constructive
13829,open
13831,open
13833,not constructive
13835,not a real question
13840,not a real question
13841,not a real question
13844,off topic
13845,open
13849,open
13850,open
13851,not a real question
13852,open
13853,not a real question
13854,not a real question
13855,open
13857,open
13858,open
13860,not a real question
13861,not a real question
13865,not constructive
13866,not a real question
13867,open
13868,open
13869,open
13871,open
13874,open
13876,open
13877,open
13879,open
13887,open
13891,open
13894,open
13896,open
13897,not constructive
13898,open
13905,off topic
13906,open
13908,open
13916,open
13918,open
13923,open
13925,open
13926,not a real question
13927,not constructive
13929,open
13937,open
13941,open
13943,open
13944,open
13949,open
13955,off topic
13957,not a real question
13958,open
13960,off topic
13966,open
13969,open
13971,open
13972,open
13976,not a real question
13977,open
13979,not constructive
13981,open
13982,open
13983,not a real question
13985,open
13992,not a real question
13993,open
13996,not a real question
14001,not a real question
14004,not a real question
14007,off topic
14011,not a real question
14015,open
14016,open
14017,off topic
14018,open
14024,open
14025,open
14026,open
14030,off topic
14033,not a real question
14034,open
14036,open
14037,open
14040,open
14042,not a real question
14046,open
14049,not a real question
14050,open
14052,open
14057,open
14058,open
14059,open
14060,open
14062,not constructive
14063,open
14067,open
14068,not constructive
14074,not a real question
14081,open
14082,off topic
14083,not a real question
14085,not a real question
14088,not a real question
14090,open
14093,open
14094,not constructive
14095,open
14103,open
14105,off topic
14109,open
14114,not a real question
14118,open
14120,not a real question
14122,not a real question
14124,open
14127,open
14131,off topic
14134,not a real question
14139,off topic
14141,off topic
14142,open
14144,open
14145,not constructive
14147,not a real question
14157,open
14166,not a real question
14172,not a real question
14173,open
14178,not a real question
14180,open
14181,not constructive
14189,not a real question
14191,open
14193,off topic
14194,open
14195,not a real question
14201,not a real question
14205,open
14207,off topic
14209,open
14211,not constructive
14212,not a real question
14217,open
14218,not a real question
14220,open
14221,open
14227,open
14229,open
14231,not a real question
14233,open
14235,not constructive
14236,open
14239,off topic
14243,open
14244,not constructive
14247,not constructive
14249,open
14252,open
14253,open
14258,not constructive
14261,not constructive
14266,open
14268,open
14270,open
14273,off topic
14274,open
14277,open
14278,open
14280,off topic
14281,open
14282,open
14283,open
14286,not a real question
14293,open
14294,not a real question
14299,not a real question
14301,not a real question
14302,off topic
14303,open
14304,off topic
14306,open
14308,open
14310,not a real question
14313,not a real question
14314,not a real question
14315,open
14321,not a real question
14330,not constructive
14333,not a real question
14334,open
14337,not constructive
14338,open
14344,open
14347,not a real question
14350,open
14352,open
14354,open
14357,open
14359,open
14361,open
14362,not a real question
14366,open
14367,not a real question
14368,not a real question
14370,not a real question
14371,open
14373,open
14378,open
14379,open
14380,open
14381,open
14386,off topic
14387,open
14389,not a real question
14391,not a real question
14396,off topic
14398,open
14402,open
14404,open
14405,open
14406,open
14407,open
14409,open
14413,open
14419,not a real question
14422,open
14427,not constructive
14431,not a real question
14435,open
14436,not a real question
14437,not constructive
14442,open
14444,open
14447,open
14452,open
14460,open
14463,off topic
14465,open
14467,off topic
14468,not a real question
14469,open
14474,open
14480,open
14483,open
14484,not a real question
14488,open
14489,open
14495,open
14499,not constructive
14502,open
14504,not a real question
14506,not a real question
14507,open
14509,open
14510,off topic
14513,not a real question
14514,not a real question
14515,open
14521,open
14523,not a real question
14525,off topic
14528,open
14531,not a real question
14534,not a real question
14535,not constructive
14536,not constructive
14538,open
14541,open
14546,not constructive
14550,not a real question
14553,not a real question
14556,not a real question
14558,open
14559,off topic
14561,open
14563,not a real question
14565,not constructive
14568,open
14573,open
14574,off topic
14575,not a real question
14577,not a real question
14579,open
14583,not constructive
14584,off topic
14586,open
14587,open
14588,not a real question
14590,open
14591,not a real question
14593,not a real question
14597,open
14607,open
14610,open
14613,open
14617,open
14618,open
14623,open
14626,not a real question
14632,open
14633,off topic
14635,not a real question
14636,open
14637,not a real question
14638,open
14639,not a real question
14640,not a real question
14641,open
14647,open
14649,not a real question
14650,open
14651,open
14655,not a real question
14656,open
14661,not constructive
14674,open
14677,open
14678,open
14681,off topic
14685,open
14688,open
14691,open
14694,not a real question
14703,open
14709,off topic
14714,open
14715,open
14718,open
14724,open
14725,open
14728,open
14729,open
14730,not constructive
14739,open
14747,not a real question
14750,open
14751,open
14753,open
14756,open
14761,off topic
14769,open
14770,open
14774,open
14777,open
14778,open
14779,open
14782,open
14783,off topic
14784,open
14785,open
14788,off topic
14790,not constructive
14795,open
14798,open
14804,off topic
14805,open
14809,not constructive
14814,open
14815,open
14817,open
14818,not constructive
14820,open
14822,off topic
14830,not a real question
14833,open
14835,open
14838,not a real question
14839,off topic
14841,open
14843,open
14848,open
14849,open
14850,off topic
14855,open
14861,open
14862,open
14870,off topic
14873,off topic
14878,open
14884,open
14887,open
14890,open
14893,not constructive
14894,open
14895,open
14897,open
14899,open
14900,off topic
14903,open
14905,off topic
14906,open
14908,open
14909,not a real question
14910,open
14912,off topic
14913,open
14916,not a real question
14921,off topic
14923,not constructive
14924,open
14929,open
14931,off topic
14935,not a real question
14938,off topic
14944,not constructive
14945,not a real question
14946,open
14950,open
14951,open
14956,open
14957,open
14960,open
14964,open
14968,open
14969,not a real question
14970,not constructive
14972,off topic
14977,not a real question
14979,open
14980,off topic
14981,open
14983,off topic
14984,not a real question
14985,off topic
14986,not constructive
14988,not constructive
14989,off topic
14991,not constructive
14995,open
15001,open
15002,open
15004,open
15008,not a real question
15010,not a real question
15012,not constructive
15014,open
15015,not a real question
15016,not constructive
15022,open
15026,not a real question
15028,off topic
15035,not constructive
15042,open
15043,open
15045,not a real question
15051,open
15054,not a real question
15060,open
15062,not a real question
15065,open
15067,open
15068,not a real question
15071,open
15075,open
15076,open
15077,not a real question
15078,open
15088,not a real question
15089,open
15090,not a real question
15096,not a real question
15099,open
15101,open
15102,open
15103,open
15109,open
15110,not a real question
15111,open
15113,open
15119,open
15122,open
15123,not a real question
15124,open
15126,open
15129,not a real question
15131,open
15132,not a real question
15135,open
15136,off topic
15137,open
15144,not a real question
15145,open
15150,open
15156,open
15157,open
15159,open
15160,open
15161,open
15162,not constructive
15165,not a real question
15166,not a real question
15168,open
15170,not a real question
15183,open
15186,not a real question
15187,open
15188,open
15194,open
15197,not constructive
15200,not constructive
15201,open
15203,open
15204,not a real question
15208,open
15210,open
15211,not a real question
15213,open
15216,not a real question
15217,open
15218,not a real question
15220,off topic
15223,not a real question
15224,not a real question
15230,open
15231,not a real question
15232,open
15235,open
15240,open
15245,open
15251,open
15252,not a real question
15253,not a real question
15254,not a real question
15256,off topic
15258,open
15262,open
15264,open
15265,open
15268,open
15269,open
15270,open
15272,open
15275,open
15277,open
15278,open
15281,open
15287,open
15288,open
15292,open
15293,open
15299,open
15300,not a real question
15301,not a real question
15304,not constructive
15305,open
15308,open
15310,open
15311,open
15312,not a real question
15317,not a real question
15319,open
15322,open
15324,open
15327,not constructive
15333,open
15335,open
15337,open
15339,open
15340,not a real question
15341,not a real question
15344,open
15345,open
15346,open
15354,open
15355,open
15357,off topic
15360,open
15362,off topic
15363,not a real question
15365,off topic
15366,open
15369,not a real question
15372,off topic
15373,open
15374,off topic
15377,not constructive
15380,not a real question
15384,open
15386,off topic
15389,open
15392,not a real question
15394,not a real question
15396,open
15398,open
15405,not a real question
15408,open
15415,open
15421,open
15422,off topic
15424,open
15425,not a real question
15429,open
15430,open
15434,open
15436,open
15437,open
15438,not constructive
15440,off topic
15442,open
15452,open
15459,off topic
15461,open
15466,not a real question
15468,not constructive
15471,open
15473,not a real question
15480,open
15484,not a real question
15485,open
15487,not a real question
15491,not constructive
15493,open
15494,open
15495,open
15498,open
15501,not a real question
15502,open
15504,not a real question
15506,not a real question
15511,off topic
15512,open
15514,off topic
15515,not constructive
15525,open
15530,open
15532,open
15534,not a real question
15536,open
15537,open
15539,not a real question
15541,open
15542,open
15546,open
15552,open
15555,not a real question
15558,open
15559,open
15563,not a real question
15570,open
15571,open
15576,not constructive
15582,off topic
15585,not constructive
15586,open
15588,open
15589,not a real question
15590,open
15598,open
15603,open
15604,open
15605,open
15606,open
15607,not a real question
15610,off topic
15611,not constructive
15614,open
15615,off topic
15616,open
15621,open
15624,open
15627,off topic
15628,off topic
15629,not a real question
15631,open
15632,open
15633,open
15634,open
15637,open
15639,open
15640,not a real question
15644,open
15647,open
15649,open
15655,off topic
15656,open
15661,not a real question
15664,open
15665,not constructive
15666,open
15679,open
15686,open
15687,open
15688,open
15689,open
15690,open
15693,not a real question
15700,off topic
15701,open
15702,not a real question
15704,open
15707,off topic
15709,not a real question
15711,open
15712,not constructive
15714,not a real question
15720,off topic
15726,open
15727,off topic
15728,not constructive
15729,off topic
15731,open
15732,open
15734,not constructive
15737,open
15738,off topic
15739,open
15740,not a real question
15742,open
15743,open
15745,not a real question
15747,open
15749,open
15750,not a real question
15751,open
15752,open
15753,open
15754,open
15756,not a real question
15761,not a real question
15764,not a real question
15765,open
15766,not a real question
15773,not a real question
15774,off topic
15775,open
15778,not a real question
15781,open
15784,off topic
15786,open
15788,not a real question
15790,open
15794,open
15796,not a real question
15802,off topic
15803,open
15807,not a real question
15808,not a real question
15815,open
15816,open
15817,open
15819,not constructive
15820,not a real question
15821,not constructive
15824,open
15825,not a real question
15826,not a real question
15829,open
15830,not a real question
15831,open
15835,not a real question
15836,open
15843,off topic
15846,off topic
15848,open
15849,open
15850,open
15853,open
15856,open
15859,not a real question
15864,open
15866,open
15869,open
15875,off topic
15876,open
15877,open
15878,not a real question
15882,not a real question
15883,not a real question
15884,open
15892,not a real question
15897,off topic
15898,not a real question
15901,not constructive
15906,open
15909,not a real question
15911,open
15912,off topic
15914,not a real question
15915,open
15918,not a real question
15919,open
15920,open
15921,not a real question
15925,open
15926,open
15933,open
15937,open
15939,off topic
15941,open
15943,off topic
15945,open
15946,not a real question
15948,not a real question
15949,not a real question
15950,open
15951,open
15955,off topic
15956,open
15961,off topic
15969,open
15970,not constructive
15978,open
15984,open
15985,open
15988,open
15991,open
15992,off topic
15993,not a real question
15997,not a real question
15998,off topic
16001,open
16011,open
16018,not constructive
16020,open
16026,open
16028,off topic
16030,open
16032,off topic
16033,not a real question
16034,not a real question
16042,open
16043,open
16047,open
16048,off topic
16050,not a real question
16051,off topic
16052,not constructive
16054,open
16055,not a real question
16060,not a real question
16062,not a real question
16064,off topic
16065,open
16071,not constructive
16073,not a real question
16074,open
16077,open
16078,not a real question
16079,open
16086,open
16088,open
16091,open
16096,open
16098,open
16103,open
16104,not constructive
16106,not a real question
16107,open
16108,open
16112,not a real question
16114,off topic
16115,open
16116,not a real question
16117,open
16118,not a real question
16119,not a real question
16124,open
16127,not a real question
16132,open
16136,not a real question
16138,open
16139,open
16144,open
16150,off topic
16153,not a real question
16154,not constructive
16160,off topic
16162,open
16167,not a real question
16168,open
16170,not a real question
16172,open
16176,not a real question
16181,open
16183,not a real question
16184,open
16185,not constructive
16186,not a real question
16189,not a real question
16193,open
16197,open
16202,open
16205,open
16210,not a real question
16216,not a real question
16222,open
16224,open
16226,open
16228,not a real question
16235,open
16238,open
16241,not a real question
16244,not a real question
16246,open
16248,open
16251,not a real question
16252,not a real question
16254,open
16255,open
16256,open
16257,not a real question
16258,open
16260,open
16263,open
16265,not a real question
16268,not a real question
16271,open
16274,open
16277,not a real question
16279,open
16281,open
16283,not a real question
16284,open
16286,not constructive
16287,open
16290,not constructive
16291,not constructive
16292,open
16293,off topic
16294,not a real question
16297,open
16298,not constructive
16299,open
16304,off topic
16311,not a real question
16314,open
16316,not constructive
16317,off topic
16318,not constructive
16321,open
16324,open
16325,off topic
16326,open
16328,open
16329,not constructive
16331,open
16332,open
16333,open
16334,not a real question
16337,open
16339,not constructive
16342,not a real question
16344,open
16349,open
16351,not constructive
16352,open
16355,open
16356,not constructive
16358,not a real question
16359,not constructive
16362,off topic
16364,not a real question
16366,open
16372,open
16373,open
16379,open
16382,open
16386,open
16387,open
16389,open
16397,not a real question
16400,not a real question
16406,not a real question
16407,open
16408,open
16411,open
16412,open
16418,not a real question
16420,not constructive
16425,open
16426,open
16429,open
16434,open
16437,not a real question
16440,not a real question
16442,not a real question
16445,off topic
16447,open
16451,open
16454,open
16455,open
16456,not a real question
16458,off topic
16459,not constructive
16460,open
16461,not a real question
16464,open
16467,open
16470,open
16471,open
16472,open
16482,off topic
16483,off topic
16484,open
16485,open
16486,not a real question
16488,open
16489,not a real question
16494,open
16495,not a real question
16496,not a real question
16499,open
16500,not a real question
16503,open
16509,open
16520,not a real question
16521,open
16522,open
16529,off topic
16530,not a real question
16531,open
16535,open
16536,not a real question
16539,open
16540,off topic
16541,off topic
16542,not a real question
16544,open
16549,not a real question
16550,open
16552,not a real question
16553,open
16554,not constructive
16555,open
16558,open
16560,not constructive
16561,not a real question
16563,open
16564,not a real question
16565,not a real question
16567,not a real question
16569,not constructive
16571,not a real question
16573,not a real question
16574,open
16577,not a real question
16578,not a real question
16579,open
16580,not a real question
16582,open
16600,not a real question
16603,not a real question
16605,open
16610,open
16612,not constructive
16613,open
16614,open
16618,off topic
16619,open
16622,open
16626,not a real question
16630,not a real question
16631,open
16634,open
16635,off topic
16636,open
16638,off topic
16639,open
16644,not constructive
16647,not a real question
16649,open
16651,not constructive
16654,not a real question
16657,open
16660,not a real question
16662,not a real question
16666,open
16668,not constructive
16669,off topic
16670,open
16671,not constructive
16673,not a real question
16678,not constructive
16680,not a real question
16682,open
16694,open
16695,open
16697,open
16698,off topic
16700,open
16701,not a real question
16705,off topic
16707,not constructive
16711,open
16713,open
16715,not a real question
16716,not constructive
16718,open
16721,open
16726,not a real question
16728,open
16729,not constructive
16730,not a real question
16732,open
16734,open
16741,not a real question
16746,not a real question
16747,open
16749,not constructive
16751,not constructive
16752,open
16757,open
16762,off topic
16764,not a real question
16766,open
16772,not a real question
16778,open
16780,not a real question
16786,open
16787,not a real question
16788,open
16790,open
16791,not a real question
16792,open
16795,open
16797,open
16798,not a real question
16803,open
16806,not constructive
16807,not a real question
16808,open
16810,open
16811,open
16814,open
16820,not a real question
16822,open
16829,open
16831,open
16840,off topic
16845,off topic
16846,off topic
16847,open
16849,off topic
16851,not a real question
16853,open
16858,not a real question
16862,not a real question
16863,off topic
16869,open
16870,open
16872,open
16878,not constructive
16879,open
16880,open
16881,open
16882,open
16888,not a real question
16892,not a real question
16894,not constructive
16899,not a real question
16901,not constructive
16902,not a real question
16905,off topic
16908,open
16909,open
16912,open
16913,open
16915,off topic
16916,open
16918,off topic
16920,open
16922,open
16928,open
16929,open
16930,open
16933,open
16934,open
16938,open
16940,not a real question
16942,open
16944,open
16946,off topic
16947,not a real question
16948,open
16950,open
16951,not a real question
16955,off topic
16956,off topic
16959,open
16961,off topic
16963,open
16966,open
16967,not a real question
16968,not a real question
16970,not a real question
16971,not a real question
16972,not a real question
16975,not a real question
16977,open
16978,open
16979,open
16982,open
16987,open
16995,open
17000,not a real question
17003,open
17004,not a real question
17005,not constructive
17007,open
17008,open
17010,open
17011,open
17012,open
17013,not a real question
17015,open
17018,open
17021,open
17022,not a real question
17027,not constructive
17030,off topic
17031,open
17035,not constructive
17037,off topic
17039,open
17041,open
17045,not a real question
17051,not a real question
17055,open
17056,open
17059,not a real question
17061,not a real question
17063,off topic
17064,not a real question
17066,open
17067,not a real question
17069,off topic
17072,not a real question
17080,open
17081,open
17083,open
17092,not a real question
17097,open
17098,not constructive
17099,open
17106,off topic
17109,open
17112,open
17115,open
17119,open
17120,not a real question
17123,open
17125,open
17132,off topic
17133,open
17135,open
17138,open
17139,open
17140,not constructive
17143,open
17144,open
17145,off topic
17150,open
17153,open
17155,open
17158,not a real question
17160,off topic
17161,open
17162,open
17163,open
17165,not a real question
17166,not a real question
17168,open
17171,open
17173,not a real question
17177,off topic
17180,open
17185,open
17186,open
17187,not a real question
17199,open
17202,not a real question
17203,not a real question
17204,not a real question
17209,not a real question
17212,not a real question
17214,off topic
17215,open
17218,not a real question
17219,open
17220,open
17221,open
17224,not a real question
17225,not constructive
17226,open
17228,not constructive
17230,open
17232,open
17239,open
17243,open
17245,open
17248,not a real question
17255,not a real question
17256,open
17259,open
17262,open
17265,off topic
17270,open
17274,open
17277,not a real question
17285,open
17286,open
17290,open
17291,open
17292,open
17293,open
17294,open
17297,open
17298,open
17299,open
17301,not constructive
17304,not a real question
17305,open
17307,open
17314,not a real question
17315,open
